Name,State,decimalLatitude,decimalLongitude,year
Pinus rigida,Massachusetts,41.272881,-70.205353,2019
Pinus rigida,Pennsylvania,40.872233,-75.738105,2019
Pinus rigida,Massachusetts,41.905179,-69.997849,2019
Pinus rigida,New York,40.891497,-72.434242,2019
Pinus rigida,New York,40.891353,-72.438688,2019
Pinus rigida,New York,40.891688,-72.43042,2019
Pinus rigida,Maine,44.081905,-68.868973,2019
Pinus rigida,Maine,44.349882,-68.19193,2019
Pinus rigida,Virginia,37.434217,-80.287063,2019
Pinus rigida,Virginia,37.434217,-80.287063,2019
Pinus rigida,New York,40.89537,-73.085417,2019
Pinus rigida,New York,40.895272,-73.08544,2019
Pinus rigida,Massachusetts,42.301282,-72.334898,2019
Pinus rigida,Massachusetts,42.528597,-72.294177,2019
Pinus rigida,Maine,44.353202,-68.267727,2019
Pinus rigida,Vermont,43.576111,-73.409164,2019
Pinus rigida,Virginia,37.430083,-80.281372,2019
Pinus rigida,Massachusetts,41.641442,-70.554907,2019
Pinus rigida,Maine,44.355713,-68.192612,2019
Pinus rigida,New York,40.692253,-73.45382,2019
Pinus rigida,New York,40.782479,-73.307419,2019
Pinus rigida,Massachusetts,42.222578,-72.310493,2019
Pinus rigida,New York,44.355022,-73.357842,2019
Pinus rigida,New York,44.354928,-73.358528,2019
Pinus rigida,New Jersey,39.377018,-74.563885,2019
Pinus rigida,New Jersey,39.493156,-74.533386,2019
Pinus rigida,Massachusetts,41.813237,-70.891757,2019
Pinus rigida,Maine,44.354269,-68.21628,2019
Pinus rigida,Pennsylvania,39.739727,-75.946242,2019
Pinus rigida,North Carolina,35.166547,-83.035911,2019
Pinus rigida,Massachusetts,41.857842,-69.965338,2019
Pinus rigida,Massachusetts,42.184221,-72.304536,2019
Pinus rigida,Massachusetts,42.44786,-71.116918,2019
Pinus rigida,Massachusetts,41.559879,-70.621941,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.909128,-70.619103,2019
Pinus rigida,Massachusetts,41.909128,-70.619103,2019
Pinus rigida,Massachusetts,41.887292,-70.611719,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.887292,-70.611719,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.887292,-70.611719,2019
Pinus rigida,Massachusetts,41.887292,-70.611719,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.872608,-70.600894,2019
Pinus rigida,Massachusetts,41.909128,-70.619103,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.887136,-70.609222,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Massachusetts,41.887292,-70.611719,2019
Pinus rigida,Massachusetts,41.877567,-70.600672,2019
Pinus rigida,Massachusetts,41.909128,-70.619103,2019
Pinus rigida,Massachusetts,41.869006,-70.596839,2019
Pinus rigida,Maine,43.57615,-70.344657,2019
Pinus rigida,Massachusetts,42.532966,-71.525317,2019
Pinus rigida,Massachusetts,42.36943,-71.256788,2019
Pinus rigida,Massachusetts,42.681933,-70.758119,2019
Pinus rigida,Massachusetts,42.660843,-71.706599,2019
Pinus rigida,West Virginia,39.140994,-79.115442,2019
Pinus rigida,Massachusetts,41.64236,-70.601805,2019
Pinus rigida,Ohio,39.301363,-82.583669,2019
Pinus rigida,Massachusetts,42.440283,-71.335613,2019
Pinus rigida,New York,41.012564,-72.035794,2019
Pinus rigida,Maine,44.327448,-68.193216,2019
Pinus rigida,New York,42.713523,-73.861011,2019
Pinus rigida,New York,42.712958,-73.860528,2019
Pinus rigida,Massachusetts,42.532505,-72.26698,2019
Pinus rigida,Maine,44.231267,-68.31388,2019
Pinus rigida,New Jersey,39.833746,-74.989723,2019
Pinus rigida,Massachusetts,42.405857,-71.456888,2019
Pinus rigida,Massachusetts,41.277547,-70.070503,2019
Pinus rigida,Maine,43.888976,-69.983418,2019
Pinus rigida,New Jersey,39.818142,-74.850019,2019
Pinus rigida,New York,40.897889,-72.744958,2019
Pinus rigida,New York,40.877875,-72.779153,2019
Pinus rigida,New York,40.852603,-72.848319,2019
Pinus rigida,New York,40.893028,-72.749956,2019
Pinus rigida,New York,40.851203,-72.855553,2019
Pinus rigida,New York,40.887069,-72.758103,2019
Pinus rigida,New York,40.904828,-72.723489,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.877797,-72.779494,2019
Pinus rigida,New York,40.912842,-72.680236,2019
Pinus rigida,New York,40.876986,-72.783089,2019
Pinus rigida,New York,40.855586,-72.840531,2019
Pinus rigida,New York,40.905139,-72.720886,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.850539,-72.869628,2019
Pinus rigida,New York,40.908864,-72.685997,2019
Pinus rigida,New York,40.904464,-72.726258,2019
Pinus rigida,New York,40.907742,-72.695336,2019
Pinus rigida,New York,40.849208,-72.877931,2019
Pinus rigida,New York,40.904422,-72.726547,2019
Pinus rigida,New York,40.903825,-72.729422,2019
Pinus rigida,New York,40.911833,-72.681344,2019
Pinus rigida,New York,40.815636,-73.084031,2019
Pinus rigida,New York,40.904586,-72.72535,2019
Pinus rigida,New York,40.899911,-72.743356,2019
Pinus rigida,New York,40.877717,-72.779822,2019
Pinus rigida,New York,40.903969,-72.72885,2019
Pinus rigida,New York,40.851303,-72.854767,2019
Pinus rigida,New York,40.889319,-72.754997,2019
Pinus rigida,New York,40.907742,-72.695336,2019
Pinus rigida,New York,40.903208,-72.732369,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.905556,-72.71785,2019
Pinus rigida,New York,40.891633,-72.751756,2019
Pinus rigida,New York,40.900089,-72.743211,2019
Pinus rigida,New York,40.904144,-72.727997,2019
Pinus rigida,New York,40.896992,-72.745711,2019
Pinus rigida,New York,40.848519,-72.880403,2019
Pinus rigida,New York,40.908219,-72.689758,2019
Pinus rigida,New York,40.878381,-72.777108,2019
Pinus rigida,New York,40.878292,-72.777442,2019
Pinus rigida,New York,40.854817,-72.842225,2019
Pinus rigida,New York,40.897689,-72.745117,2019
Pinus rigida,New York,40.849125,-72.878297,2019
Pinus rigida,New York,40.903764,-72.729714,2019
Pinus rigida,New York,40.870394,-72.804619,2019
Pinus rigida,New York,40.909364,-72.684783,2019
Pinus rigida,New York,40.905139,-72.720886,2019
Pinus rigida,New York,40.907964,-72.693628,2019
Pinus rigida,New York,40.903328,-72.731772,2019
Pinus rigida,New York,40.895242,-72.747519,2019
Pinus rigida,New York,40.888375,-72.756278,2019
Pinus rigida,New York,40.904019,-72.728561,2019
Pinus rigida,New York,40.905189,-72.72055,2019
Pinus rigida,New York,40.888758,-72.755761,2019
Pinus rigida,New York,40.851703,-72.852225,2019
Pinus rigida,New York,40.910283,-72.683189,2019
Pinus rigida,New York,40.907611,-72.696,2019
Pinus rigida,New York,40.850089,-72.873781,2019
Pinus rigida,New York,40.877483,-72.780853,2019
Pinus rigida,New York,40.899911,-72.743356,2019
Pinus rigida,New York,40.892686,-72.750389,2019
Pinus rigida,New York,40.897147,-72.745567,2019
Pinus rigida,New York,40.895417,-72.747336,2019
Pinus rigida,New York,40.888183,-72.756522,2019
Pinus rigida,New York,40.890942,-72.752725,2019
Pinus rigida,New York,40.815506,-73.085547,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.851772,-72.851861,2019
Pinus rigida,New York,40.891108,-72.752481,2019
Pinus rigida,New York,40.850578,-72.868897,2019
Pinus rigida,New York,40.887811,-72.757033,2019
Pinus rigida,New York,40.877644,-72.780167,2019
Pinus rigida,New York,40.908508,-72.687347,2019
Pinus rigida,New York,40.851519,-72.853294,2019
Pinus rigida,New York,40.810311,-73.149619,2019
Pinus rigida,New York,40.849403,-72.877197,2019
Pinus rigida,New York,40.856033,-72.839561,2019
Pinus rigida,New York,40.8782,-72.777786,2019
Pinus rigida,New York,40.892161,-72.751075,2019
Pinus rigida,New York,40.849036,-72.878656,2019
Pinus rigida,New York,40.850242,-72.872642,2019
Pinus rigida,New York,40.914392,-72.678436,2019
Pinus rigida,New York,40.894897,-72.747886,2019
Pinus rigida,New York,40.899556,-72.743622,2019
Pinus rigida,New York,40.804703,-73.273828,2019
Pinus rigida,New York,40.887992,-72.756783,2019
Pinus rigida,New York,40.907836,-72.694656,2019
Pinus rigida,New York,40.898075,-72.744789,2019
Pinus rigida,New York,40.84995,-72.874533,2019
Pinus rigida,New York,40.9091,-72.685378,2019
Pinus rigida,New York,40.877953,-72.778808,2019
Pinus rigida,New York,40.857825,-72.835639,2019
Pinus rigida,New York,40.902758,-72.740503,2019
Pinus rigida,New York,40.889858,-72.754219,2019
Pinus rigida,New York,40.896439,-72.746247,2019
Pinus rigida,New York,40.894353,-72.74845,2019
Pinus rigida,New York,40.850614,-72.868164,2019
Pinus rigida,New York,40.850494,-72.870353,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.877122,-72.782469,2019
Pinus rigida,New York,40.856625,-72.838256,2019
Pinus rigida,New York,40.896439,-72.746247,2019
Pinus rigida,New York,40.878475,-72.776764,2019
Pinus rigida,New York,40.911428,-72.681794,2019
Pinus rigida,New York,40.865331,-72.818786,2019
Pinus rigida,New York,40.904622,-72.725044,2019
Pinus rigida,New York,40.851406,-72.854019,2019
Pinus rigida,New York,40.896636,-72.746064,2019
Pinus rigida,New York,40.889675,-72.754464,2019
Pinus rigida,New York,40.909225,-72.685081,2019
Pinus rigida,New York,40.878569,-72.776436,2019
Pinus rigida,New York,40.851519,-72.853294,2019
Pinus rigida,New York,40.848178,-72.881439,2019
Pinus rigida,New York,40.870269,-72.804956,2019
Pinus rigida,New York,40.910644,-72.682686,2019
Pinus rigida,New York,40.913631,-72.679336,2019
Pinus rigida,New York,40.889133,-72.75525,2019
Pinus rigida,New York,40.899206,-72.743919,2019
Pinus rigida,New York,40.898267,-72.744653,2019
Pinus rigida,New York,40.852078,-72.850411,2019
Pinus rigida,New York,40.898464,-72.744514,2019
Pinus rigida,New York,40.895589,-72.747169,2019
Pinus rigida,New York,40.896072,-72.746658,2019
Pinus rigida,New York,40.891803,-72.751525,2019
Pinus rigida,New York,40.899028,-72.744064,2019
Pinus rigida,New York,40.897339,-72.7454,2019
Pinus rigida,New York,40.891281,-72.752236,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.888758,-72.755761,2019
Pinus rigida,New York,40.857675,-72.835975,2019
Pinus rigida,New York,40.878667,-72.776108,2019
Pinus rigida,New York,40.909961,-72.683692,2019
Pinus rigida,New York,40.877178,-72.788711,2019
Pinus rigida,New York,40.851458,-72.853644,2019
Pinus rigida,New York,40.849567,-72.87645,2019
Pinus rigida,New York,40.852325,-72.84935,2019
Pinus rigida,New York,40.895775,-72.747008,2019
Pinus rigida,New York,40.912647,-72.680458,2019
Pinus rigida,New York,40.805664,-73.245864,2019
Pinus rigida,New York,40.912042,-72.681122,2019
Pinus rigida,New York,40.896072,-72.746658,2019
Pinus rigida,New York,40.852078,-72.850411,2019
Pinus rigida,New York,40.894536,-72.748261,2019
Pinus rigida,New York,40.877044,-72.782769,2019
Pinus rigida,New York,40.912444,-72.680672,2019
Pinus rigida,New York,40.914994,-72.677383,2019
Pinus rigida,New York,40.904206,-72.727714,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.888578,-72.756036,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.904319,-72.727133,2019
Pinus rigida,New York,40.870686,-72.803947,2019
Pinus rigida,New York,40.8506,-72.868514,2019
Pinus rigida,New York,40.850292,-72.872261,2019
Pinus rigida,New York,40.85135,-72.854392,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.894725,-72.748069,2019
Pinus rigida,New York,40.904319,-72.727133,2019
Pinus rigida,New York,40.904275,-72.727425,2019
Pinus rigida,New York,40.904086,-72.728278,2019
Pinus rigida,New York,40.827892,-72.943794,2019
Pinus rigida,New York,40.847936,-72.882119,2019
Pinus rigida,New York,40.850525,-72.869986,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.898644,-72.744392,2019
Pinus rigida,New York,40.914039,-72.678908,2019
Pinus rigida,New York,40.899381,-72.743767,2019
Pinus rigida,New York,40.893769,-72.7491,2019
Pinus rigida,New York,40.904828,-72.723489,2019
Pinus rigida,New York,40.850192,-72.873025,2019
Pinus rigida,New York,40.907836,-72.694656,2019
Pinus rigida,New York,40.913436,-72.679558,2019
Pinus rigida,New York,40.851575,-72.852936,2019
Pinus rigida,New York,40.913039,-72.680008,2019
Pinus rigida,New York,40.909644,-72.684242,2019
Pinus rigida,New York,40.914567,-72.678192,2019
Pinus rigida,New York,40.853969,-72.844261,2019
Pinus rigida,New York,40.786839,-73.450439,2019
Pinus rigida,New York,40.892508,-72.750617,2019
Pinus rigida,New York,40.808894,-73.216239,2019
Pinus rigida,Massachusetts,41.290537,-70.177095,2019
Pinus rigida,New York,40.878033,-72.778464,2019
Pinus rigida,New York,40.877044,-72.782769,2019
Pinus rigida,New York,40.786603,-73.449783,2019
Pinus rigida,New York,40.908025,-72.692939,2019
Pinus rigida,New York,40.877875,-72.779153,2019
Pinus rigida,New York,40.853008,-72.846956,2019
Pinus rigida,New York,40.852153,-72.850058,2019
Pinus rigida,New York,40.854964,-72.841881,2019
Pinus rigida,New York,40.904019,-72.728561,2019
Pinus rigida,New York,40.898842,-72.744239,2019
Pinus rigida,New York,40.877178,-72.788711,2019
Pinus rigida,New York,40.849036,-72.878656,2019
Pinus rigida,New York,40.897514,-72.745261,2019
Pinus rigida,New York,40.851253,-72.855147,2019
Pinus rigida,New York,40.847406,-72.883461,2019
Pinus rigida,New York,40.911025,-72.682244,2019
Pinus rigida,New York,40.887992,-72.756783,2019
Pinus rigida,New York,40.904944,-72.722519,2019
Pinus rigida,New York,40.810453,-73.148567,2019
Pinus rigida,Rhode Island,41.75135,-71.279883,2019
Pinus rigida,Massachusetts,41.919984,-70.541536,2019
Pinus rigida,Massachusetts,42.040871,-70.077354,2019
Pinus rigida,Massachusetts,42.412194,-71.704014,2019
Pinus rigida,Pennsylvania,39.733206,-76.040509,2019
Pinus rigida,Massachusetts,41.781235,-70.546173,2019
Pinus rigida,Massachusetts,41.780746,-70.546394,2019
Pinus rigida,Massachusetts,41.788246,-70.545273,2019
Pinus rigida,Massachusetts,41.780125,-70.543671,2019
Pinus rigida,Massachusetts,41.780125,-70.543671,2019
Pinus rigida,Massachusetts,41.77898,-70.54351,2019
Pinus rigida,Pennsylvania,39.738637,-75.947342,2019
Pinus rigida,Pennsylvania,39.739162,-75.94718,2019
Pinus rigida,New York,40.75722,-73.152058,2019
Pinus rigida,New York,40.783314,-72.981414,2019
Pinus rigida,New York,40.788503,-72.948097,2019
Pinus rigida,New York,40.802053,-72.887047,2019
Pinus rigida,New York,40.748406,-73.272094,2019
Pinus rigida,New York,40.825833,-72.774125,2019
Pinus rigida,New York,40.787769,-72.959564,2019
Pinus rigida,New York,40.782078,-72.986756,2019
Pinus rigida,New York,40.812692,-72.851289,2019
Pinus rigida,New York,40.81,-72.856422,2019
Pinus rigida,New York,40.769869,-73.054742,2019
Pinus rigida,New York,40.788803,-72.943536,2019
Pinus rigida,New York,40.748128,-73.251839,2019
Pinus rigida,New York,40.783172,-72.982042,2019
Pinus rigida,New York,40.734108,-73.292647,2019
Pinus rigida,New York,40.788822,-72.943222,2019
Pinus rigida,New York,40.738742,-73.283692,2019
Pinus rigida,New York,40.826636,-72.770425,2019
Pinus rigida,New York,40.828683,-72.762406,2019
Pinus rigida,New York,40.747994,-73.252364,2019
Pinus rigida,New York,40.813381,-72.849922,2019
Pinus rigida,New York,40.747653,-73.256789,2019
Pinus rigida,New York,40.802594,-72.878342,2019
Pinus rigida,New York,40.747681,-73.257089,2019
Pinus rigida,New York,40.782958,-72.982978,2019
Pinus rigida,New York,40.806511,-72.863236,2019
Pinus rigida,New York,40.821697,-72.825164,2019
Pinus rigida,New York,40.747806,-73.257972,2019
Pinus rigida,New York,40.737969,-73.284478,2019
Pinus rigida,New York,40.724769,-73.38195,2019
Pinus rigida,New York,40.786542,-72.967231,2019
Pinus rigida,New York,40.812278,-72.852075,2019
Pinus rigida,New York,40.785183,-72.973167,2019
Pinus rigida,New York,40.821919,-72.823111,2019
Pinus rigida,New York,40.869392,-72.643128,2019
Pinus rigida,New York,40.809422,-72.857483,2019
Pinus rigida,New York,40.739575,-73.282928,2019
Pinus rigida,New York,40.750808,-73.128997,2019
Pinus rigida,New York,40.762147,-73.093689,2019
Pinus rigida,New York,40.784244,-72.977286,2019
Pinus rigida,New York,40.827086,-72.690225,2019
Pinus rigida,New York,40.783672,-72.979828,2019
Pinus rigida,New York,40.8073,-72.861558,2019
Pinus rigida,New York,40.825717,-72.774728,2019
Pinus rigida,New York,40.827236,-72.691086,2019
Pinus rigida,New York,40.828308,-72.763772,2019
Pinus rigida,New York,40.787983,-72.956314,2019
Pinus rigida,New York,40.788886,-72.942239,2019
Pinus rigida,New York,40.792247,-72.924294,2019
Pinus rigida,New York,40.810719,-72.855025,2019
Pinus rigida,New York,40.806392,-72.863511,2019
Pinus rigida,New York,40.748311,-73.14685,2019
Pinus rigida,New York,40.829492,-72.760056,2019
Pinus rigida,New York,40.812819,-72.851028,2019
Pinus rigida,New York,40.789878,-72.933144,2019
Pinus rigida,New York,40.747758,-73.257692,2019
Pinus rigida,New York,40.786183,-72.968789,2019
Pinus rigida,New York,40.78675,-72.966269,2019
Pinus rigida,New York,40.789106,-72.938981,2019
Pinus rigida,New York,40.720225,-73.403228,2019
Pinus rigida,New York,40.827,-72.768769,2019
Pinus rigida,New York,40.788586,-72.946464,2019
Pinus rigida,New York,40.749778,-73.248086,2019
Pinus rigida,New York,40.788989,-72.940619,2019
Pinus rigida,New York,40.788261,-72.95205,2019
Pinus rigida,New York,40.732053,-73.346825,2019
Pinus rigida,New York,40.7935,-72.920533,2019
Pinus rigida,New York,40.747606,-73.255264,2019
Pinus rigida,New York,40.788067,-72.955008,2019
Pinus rigida,New York,40.706469,-73.429864,2019
Pinus rigida,New York,40.812553,-72.851547,2019
Pinus rigida,New York,40.784664,-72.975342,2019
Pinus rigida,New York,40.7085,-73.418931,2019
Pinus rigida,New York,40.825656,-72.775056,2019
Pinus rigida,New York,40.707567,-73.422897,2019
Pinus rigida,New York,40.787128,-72.964417,2019
Pinus rigida,New York,40.782669,-72.984244,2019
Pinus rigida,New York,40.783458,-72.980781,2019
Pinus rigida,New York,40.788928,-72.941597,2019
Pinus rigida,New York,40.789056,-72.939628,2019
Pinus rigida,New York,40.789547,-72.935081,2019
Pinus rigida,New York,40.768936,-73.062225,2019
Pinus rigida,New York,40.787889,-72.957956,2019
Pinus rigida,New York,40.788383,-72.950067,2019
Pinus rigida,New York,40.786322,-72.968192,2019
Pinus rigida,New York,40.831578,-72.752944,2019
Pinus rigida,New York,40.787669,-72.960556,2019
Pinus rigida,New York,40.785961,-72.969733,2019
Pinus rigida,New York,40.748408,-73.145828,2019
Pinus rigida,New York,40.792178,-72.924614,2019
Pinus rigida,New York,40.747647,-73.254692,2019
Pinus rigida,New York,40.748119,-73.272942,2019
Pinus rigida,New York,40.748419,-73.145583,2019
Pinus rigida,New York,40.739789,-73.282744,2019
Pinus rigida,New York,40.788022,-72.955672,2019
Pinus rigida,New York,40.794056,-72.9187,2019
Pinus rigida,New York,40.7831,-72.982353,2019
Pinus rigida,New York,40.787903,-72.957625,2019
Pinus rigida,New York,40.769036,-73.061233,2019
Pinus rigida,New York,40.797706,-72.907281,2019
Pinus rigida,New York,40.828953,-72.761642,2019
Pinus rigida,New York,40.769814,-73.055061,2019
Pinus rigida,New York,40.787706,-72.960228,2019
Pinus rigida,New York,40.810858,-72.854758,2019
Pinus rigida,New York,40.829308,-72.760589,2019
Pinus rigida,New York,40.828597,-72.762672,2019
Pinus rigida,New York,40.788472,-72.948753,2019
Pinus rigida,New York,40.744258,-73.279067,2019
Pinus rigida,New York,40.783597,-72.980156,2019
Pinus rigida,New York,40.781739,-72.988297,2019
Pinus rigida,New York,40.821981,-72.822472,2019
Pinus rigida,New York,40.825897,-72.773803,2019
Pinus rigida,New York,40.786617,-72.966911,2019
Pinus rigida,New York,40.811856,-72.852883,2019
Pinus rigida,New York,40.80515,-72.866722,2019
Pinus rigida,New York,40.719783,-73.405092,2019
Pinus rigida,New York,40.738556,-73.283897,2019
Pinus rigida,New York,40.784803,-72.974725,2019
Pinus rigida,New York,40.786469,-72.967544,2019
Pinus rigida,New York,40.74865,-73.271239,2019
Pinus rigida,New York,40.812139,-72.852342,2019
Pinus rigida,New York,40.749203,-73.266075,2019
Pinus rigida,New York,40.811572,-72.853425,2019
Pinus rigida,New York,40.72005,-73.404183,2019
Pinus rigida,New York,40.828861,-72.761878,2019
Pinus rigida,New York,40.813117,-72.850486,2019
Pinus rigida,New York,40.747928,-73.252639,2019
Pinus rigida,New York,40.788308,-72.951386,2019
Pinus rigida,New York,40.828383,-72.763481,2019
Pinus rigida,New York,40.806764,-72.862672,2019
Pinus rigida,New York,40.709003,-73.417433,2019
Pinus rigida,New York,40.770172,-73.053153,2019
Pinus rigida,New York,40.747861,-73.258264,2019
Pinus rigida,New York,40.784022,-72.978247,2019
Pinus rigida,New York,40.794528,-72.917192,2019
Pinus rigida,New York,40.77005,-73.053786,2019
Pinus rigida,New York,40.738942,-73.2835,2019
Pinus rigida,New York,40.782739,-72.983939,2019
Pinus rigida,New York,40.736375,-73.286553,2019
Pinus rigida,New York,40.748456,-73.144547,2019
Pinus rigida,New York,40.827183,-72.690856,2019
Pinus rigida,New York,40.789192,-72.937997,2019
Pinus rigida,New York,40.787944,-72.956964,2019
Pinus rigida,New York,40.788217,-72.952728,2019
Pinus rigida,New York,40.816353,-72.844161,2019
Pinus rigida,New York,40.785464,-72.971917,2019
Pinus rigida,New York,40.814922,-72.846925,2019
Pinus rigida,New York,40.721317,-73.394019,2019
Pinus rigida,New York,40.744444,-73.278878,2019
Pinus rigida,New York,40.745197,-73.2781,2019
Pinus rigida,New York,40.770111,-73.053467,2019
Pinus rigida,New York,40.815231,-72.846367,2019
Pinus rigida,New York,40.825492,-72.683936,2019
Pinus rigida,New York,40.8256,-72.775344,2019
Pinus rigida,New York,40.748875,-73.249825,2019
Pinus rigida,New York,40.807025,-72.862114,2019
Pinus rigida,New York,40.783389,-72.981094,2019
Pinus rigida,New York,40.782811,-72.983619,2019
Pinus rigida,New York,40.813958,-72.848853,2019
Pinus rigida,New York,40.809861,-72.856697,2019
Pinus rigida,New York,40.751003,-73.128381,2019
Pinus rigida,New York,40.813817,-72.849122,2019
Pinus rigida,New York,40.845939,-72.720108,2019
Pinus rigida,New York,40.784083,-72.977928,2019
Pinus rigida,New York,40.827542,-72.693297,2019
Pinus rigida,New York,40.761892,-73.094606,2019
Pinus rigida,New York,40.816639,-72.84365,2019
Pinus rigida,New York,40.788717,-72.944847,2019
Pinus rigida,New York,40.788175,-72.953392,2019
Pinus rigida,New York,40.738347,-73.284094,2019
Pinus rigida,New York,40.825542,-72.775636,2019
Pinus rigida,New York,40.787753,-72.961419,2019
Pinus rigida,New York,40.737778,-73.284675,2019
Pinus rigida,New York,40.83393,-72.618027,2019
Pinus rigida,New York,40.773047,-73.044106,2019
Pinus rigida,New York,40.785811,-72.970361,2019
Pinus rigida,New York,40.813667,-72.849389,2019
Pinus rigida,New York,40.839237,-72.61461,2019
Pinus rigida,New York,40.588393,-73.543303,2019
Pinus rigida,New York,41.345038,-74.189933,2019
Pinus rigida,Massachusetts,42.735944,-70.790683,2019
Pinus rigida,New York,41.513627,-73.85727,2019
Pinus rigida,New York,40.589537,-73.55423,2019
Pinus rigida,New Jersey,39.832276,-74.178507,2019
Pinus rigida,New Jersey,39.830819,-74.177672,2019
Pinus rigida,New Jersey,39.831821,-74.178382,2019
Pinus rigida,New Jersey,40.036162,-74.081739,2019
Pinus rigida,New Jersey,40.036162,-74.081739,2019
Pinus rigida,New Jersey,40.040445,-74.082817,2019
Pinus rigida,New Jersey,40.040445,-74.082817,2019
Pinus rigida,New Jersey,40.040445,-74.082817,2019
Pinus rigida,New Jersey,40.040382,-74.084188,2019
Pinus rigida,New Jersey,40.040445,-74.082817,2019
Pinus rigida,New Jersey,40.040445,-74.082817,2019
Pinus rigida,Connecticut,41.539378,-71.809862,2019
Pinus rigida,New York,40.823497,-72.794014,2019
Pinus rigida,New York,40.822872,-72.8114,2019
Pinus rigida,New York,40.822853,-72.811736,2019
Pinus rigida,New York,40.82225,-72.818581,2019
Pinus rigida,New York,40.822578,-72.815467,2019
Pinus rigida,New York,40.823594,-72.791742,2019
Pinus rigida,New York,40.821778,-72.822822,2019
Pinus rigida,New York,40.825283,-72.777078,2019
Pinus rigida,New York,40.825389,-72.776497,2019
Pinus rigida,New York,40.825097,-72.778206,2019
Pinus rigida,New York,40.824056,-72.785958,2019
Pinus rigida,New York,40.825492,-72.775925,2019
Pinus rigida,New York,40.822322,-72.817933,2019
Pinus rigida,New York,40.823903,-72.787644,2019
Pinus rigida,New York,40.816942,-72.843117,2019
Pinus rigida,New York,40.822886,-72.811072,2019
Pinus rigida,New York,40.825333,-72.776786,2019
Pinus rigida,New York,40.822753,-72.813408,2019
Pinus rigida,New York,40.822292,-72.818261,2019
Pinus rigida,New York,40.824558,-72.781769,2019
Pinus rigida,New York,40.822833,-72.812064,2019
Pinus rigida,New York,40.817097,-72.842858,2019
Pinus rigida,New York,40.822778,-72.813072,2019
Pinus rigida,New York,40.822103,-72.819886,2019
Pinus rigida,New York,40.822706,-72.814056,2019
Pinus rigida,New York,40.821461,-72.825753,2019
Pinus rigida,New York,40.822947,-72.810111,2019
Pinus rigida,New York,40.824092,-72.785422,2019
Pinus rigida,New York,40.822186,-72.819228,2019
Pinus rigida,New York,40.823528,-72.793358,2019
Pinus rigida,North Carolina,36.089175,-81.645338,2019
Pinus rigida,Massachusetts,42.071228,-70.218532,2019
Pinus rigida,Massachusetts,42.212268,-71.114526,2019
Pinus rigida,Massachusetts,42.299893,-71.304973,2019
Pinus rigida,Massachusetts,41.869242,-70.775401,2019
Pinus rigida,Massachusetts,42.299888,-71.305518,2019
Pinus rigida,Massachusetts,42.299833,-71.304971,2019
Pinus rigida,New York,40.496711,-74.246253,2019
Pinus rigida,New Jersey,39.812498,-74.548101,2019
Pinus rigida,Massachusetts,42.732292,-70.789291,2019
Pinus rigida,New Jersey,39.813862,-74.547718,2019
Pinus rigida,New Jersey,39.869019,-74.604538,2019
Pinus rigida,New Jersey,39.861759,-74.612358,2019
Pinus rigida,Massachusetts,42.447905,-71.087867,2019
Pinus rigida,Massachusetts,42.448184,-71.559992,2019
Pinus rigida,Massachusetts,42.514626,-71.316946,2019
Pinus rigida,Massachusetts,42.470455,-71.654013,2019
Pinus rigida,Massachusetts,42.480736,-70.986764,2019
Pinus rigida,Massachusetts,42.006649,-70.883075,2019
Pinus rigida,Massachusetts,42.741762,-70.795007,2019
Pinus rigida,Maryland,39.010895,-76.86702,2019
Pinus rigida,Massachusetts,42.385158,-71.255014,2019
Pinus rigida,Massachusetts,42.29674,-71.31252,2019
Pinus rigida,Rhode Island,41.728078,-71.57263,2019
Pinus rigida,Massachusetts,42.084387,-71.610745,2019
Pinus rigida,Massachusetts,41.96769,-70.643921,2019
Pinus rigida,Connecticut,41.703648,-72.558601,2019
