gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2429293836	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/33571543	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New Jersey			28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.828157	-74.54815	1044.0						2019-09-28T15:53:22Z	28	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	33571543			2019-09-29T03:09:54Z	CC_BY_NC_4_0	Bonnie Semmling	Bonnie Semmling			2020-03-16T20:25:14.034Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429276533	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/33502535	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Maine			28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.327561	-68.18515	17.0						2019-09-27T10:01:51Z	27	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	33502535			2019-09-27T22:21:46Z	CC_BY_4_0	Chandler Sonafrank	Chandler Sonafrank			2020-03-16T20:25:14.169Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429260876	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/33376401	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New Jersey			28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.333596	-74.585067	5.0						2019-09-25T11:56:23Z	25	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	33376401			2019-09-25T15:56:51Z	CC_BY_NC_4_0	Michael Stanton	Michael Stanton			2020-03-16T20:26:39.476Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429219807	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/29132782	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New Jersey			28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.494352	-74.532039	5.0						2019-07-19T16:21:14Z	19	7	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	29132782			2019-07-19T20:23:09Z	CC_BY_NC_4_0	dianneconner	dianneconner			2020-03-16T20:25:15.903Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429216379	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/28425893	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Pennsylvania			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.010466	-77.38663	2789.0						2019-07-05T14:03:43Z	5	7	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	28425893			2019-07-08T11:22:50Z	CC_BY_NC_4_0	mwade	mwade			2020-03-16T20:25:17.826Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429209606	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/26714131	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.134533	-73.495628	5.0						2019-06-09T11:17:18Z	9	6	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	26714131			2019-06-10T00:10:02Z	CC_BY_NC_4_0	David J. Ringer	David J. Ringer			2020-03-16T20:26:20.095Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429206669	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/25742423	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Pennsylvania			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.08978	-77.271001	7.0						2019-05-25T12:28:58Z	25	5	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	25742423			2020-01-25T06:24:30Z	CC_BY_NC_4_0	John Plischke	John Plischke			2020-03-16T20:26:30.276Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429191938	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17251751	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Pennsylvania			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.126039	-77.094102	5.0						2018-10-06T13:46:44Z	6	10	2018	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	17251751			2018-10-06T17:47:01Z	CC_BY_NC_4_0	drswamp	drswamp			2020-03-16T20:26:23.922Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2429185160	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/12175638	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New Jersey			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.436613	-74.271509	598.0						2018-05-05T10:06:00Z	5	5	2018	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	12175638			2018-05-05T22:17:21Z	CC_BY_4_0	John Beetham	John Beetham			2020-03-16T20:26:07.874Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2423181984	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/33163834	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.532307	-72.26137							2019-09-21T13:26:00Z	21	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	33163834			2019-09-21T23:35:17Z	CC_BY_NC_4_0	Lynn Harper	Lynn Harper			2020-03-16T20:26:29.897Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2423179674	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/33163831	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.532322	-72.26144							2019-09-21T13:25:00Z	21	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	33163831			2019-09-21T23:35:15Z	CC_BY_NC_4_0	Lynn Harper	Lynn Harper			2020-03-16T20:25:33.043Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2423115695	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32892828	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New Hampshire			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.951327	-70.822725	5.0						2019-09-14T12:16:24Z	14	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32892828			2019-09-17T16:47:30Z	CC_BY_NC_4_0	nhbioblitz5	nhbioblitz5			2020-03-16T20:25:17.961Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2423115211	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32896405	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Maine			28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.326101	-68.220275	7.0						2019-09-09T11:46:41Z	9	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32896405			2019-09-17T16:03:42Z	CC_BY_NC_4_0	Kate Gudmundson	Kate Gudmundson			2020-03-16T20:26:23.369Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422976000	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32363476	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.943103	-70.019126	64.0						2019-09-08T15:49:14Z	8	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32363476			2019-09-09T03:22:34Z	CC_BY_NC_4_0	Bill	Bill			2020-03-16T20:26:32.519Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422975944	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32376960	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.654583	-69.962814	5.0						2019-09-08T18:43:04Z	8	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32376960			2019-09-08T22:43:12Z	CC_BY_NC_4_0	mkosiewski	mkosiewski			2020-03-16T20:25:16.132Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422974539	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32364174	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.298952	-72.237446	8.0						2019-09-08T13:23:00Z	8	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32364174			2019-09-08T19:58:45Z	CC_BY_NC_4_0	btk	btk			2020-03-16T20:26:22.881Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422956005	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32300922	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.675922	-70.165025	61.0						2019-09-07T16:23:42Z	7	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32300922			2019-09-07T21:37:37Z	CC_BY_NC_4_0	mudandmilkweed	mudandmilkweed			2020-03-16T20:25:13.156Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422934178	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/32215403	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.622313	-73.625434	9.0						2019-09-06T10:32:00Z	6	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	32215403			2019-09-06T14:32:55Z	CC_BY_NC_4_0	Marine Nature Study Area	Marine Nature Study Area			2020-03-16T20:26:28.474Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422892984	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31928229	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New Jersey			28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.881089	-74.530316							2019-09-01T00:00:00Z	1	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31928229			2019-09-08T19:53:14Z	CC_BY_NC_4_0	augien	augien			2020-03-16T20:26:28.953Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422889361	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31809987	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.267662	-72.632376	27661.0						2019-08-30T09:39:39Z	30	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31809987			2019-08-30T20:27:00Z	CC_BY_NC_4_0	Mike Jones	Mike Jones			2020-03-16T20:26:18.362Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422888037	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31744272	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.78867	-74.118561	5.0						2019-08-29T13:20:46Z	29	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31744272			2019-08-29T19:10:48Z	CC_BY_NC_4_0	ctferreri	ctferreri			2020-03-16T20:26:17.664Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422866458	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/29854968	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Indiana			28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.541351	-87.234218	8.0						2019-07-30T11:13:42Z	30	7	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	29854968			2019-09-20T19:01:00Z	CC_BY_NC_4_0	ablaydes	ablaydes			2020-03-16T20:26:27.929Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422842813	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/25479959	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.76427	-74.156236	5.0						2019-05-19T11:51:10Z	19	5	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	25479959			2019-05-21T01:42:02Z	CC_BY_NC_4_0	sfrn	sfrn			2020-03-16T20:25:19.994Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2422819989	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17581353	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Connecticut			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.286228	-72.92498	6.0						2018-10-15T15:23:16Z	15	10	2018	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	17581353			2018-10-17T00:43:15Z	CC_BY_NC_4_0	lkfreidenburg	lkfreidenburg			2020-03-16T20:25:15.486Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2397675582	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31988086	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.440446	-71.341175	4.0						2019-09-01T10:16:00Z	1	9	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31988086			2019-09-02T15:43:32Z	CC_BY_NC_4_0	chris buelow	chris buelow			2020-03-16T20:25:20.279Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2397607152	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31694223	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.412293	-71.760303							2019-08-28T12:04:00Z	28	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31694223			2019-08-28T21:46:28Z	CC_BY_NC_4_0	MassWildlife	MassWildlife			2020-03-16T20:25:22.754Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2397572567	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31552117	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Maine			28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.475556	-70.385833							2019-08-16T14:03:00Z	16	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31552117			2019-08-26T15:36:35Z	CC_BY_NC_4_0	glutick	glutick			2020-03-16T20:25:16.639Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2397525070	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31366692	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.272881	-70.205353							2019-08-22T08:12:54Z	22	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31366692			2019-08-23T20:42:32Z	CC_BY_NC_4_0	Francis Morello	Francis Morello			2020-03-16T20:26:32.100Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2397493787	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/30114201	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Pennsylvania			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.872233	-75.738105	2411.0						2019-08-03T11:45:05Z	3	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	30114201			2019-08-03T17:15:08Z	CC_BY_NC_4_0	zachscher98	zachscher98			2020-03-16T20:26:29.358Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366132980	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31229814	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Maine			28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.338556	-68.273335	11612.0						2018-07-11T00:00:00Z	11	7	2018	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31229814			2019-08-22T14:32:03Z	CC_BY_NC_4_0	devhea2294	devhea2294			2020-03-16T20:25:22.809Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366132252	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31227110	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.905179	-69.997849	5.0						2019-08-21T07:41:18Z	21	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31227110			2019-08-21T11:43:01Z	CC_BY_NC_4_0	dcsilva	dcsilva			2020-03-16T20:26:35.470Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366112471	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31156768	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.891497	-72.434242	5.0						2019-08-19T11:16:33Z	19	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31156768			2019-08-20T03:02:06Z	CC_BY_NC_4_0	Ethan Maitra	Ethan Maitra			2020-03-16T20:25:22.044Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366111608	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31156615	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.891353	-72.438688	5.0						2019-08-19T11:16:15Z	19	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31156615			2019-08-20T02:58:05Z	CC_BY_NC_4_0	Ethan Maitra	Ethan Maitra			2020-03-16T20:26:17.535Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366111236	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31156787	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.891688	-72.43042	5.0						2019-08-19T11:16:48Z	19	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31156787			2019-08-20T03:02:41Z	CC_BY_NC_4_0	Ethan Maitra	Ethan Maitra			2020-03-16T20:26:17.893Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366088591	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31077251	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Maine			28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.081905	-68.868973							2019-08-18T13:55:41Z	18	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31077251			2019-08-18T20:31:38Z	CC0_1_0	Kevin Keegan	Kevin Keegan			2020-03-16T20:26:32.924Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366083487	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/31052415	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Maine			28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.349882	-68.19193	5.0						2019-08-18T09:56:25Z	18	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	31052415			2019-08-18T13:57:09Z	CC_BY_NC_4_0	gglynn	gglynn			2020-03-16T20:25:17.559Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366017224	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/25035938	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Virginia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.434217	-80.287063	110.0						2019-05-11T12:24:20Z	11	5	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	25035938			2019-05-13T00:58:17Z	CC_BY_NC_4_0	Dwayne Estes	Dwayne Estes			2020-03-16T20:25:20.061Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2366017106	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/24972887	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Virginia			28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.434217	-80.287063	110.0						2019-05-11T13:24:20Z	11	5	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	24972887			2019-05-12T01:49:06Z	CC_BY_NC_4_0	Dwayne Estes	Dwayne Estes			2020-03-16T20:25:16.358Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2350444044	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/30885366	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.89537	-73.085417							2019-08-14T13:31:00Z	14	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	30885366			2019-08-15T17:59:03Z	CC_BY_NC_4_0	Ethan Maitra	Ethan Maitra			2020-03-16T20:26:31.935Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2350443541	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/30885381	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		New York			28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.895272	-73.08544							2019-08-14T13:33:00Z	14	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	30885381			2019-08-15T17:59:09Z	CC_BY_NC_4_0	Ethan Maitra	Ethan Maitra			2020-03-16T20:25:22.435Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2350405179	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/30702024	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus rigida		SPECIES	Pinus rigida Mill.	Pinus rigida		US		Massachusetts			28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.301282	-72.334898							2019-08-09T14:07:00Z	9	8	2019	5285635	5285635	HUMAN_OBSERVATION	iNaturalist	Observations	30702024			2019-08-12T18:51:10Z	CC_BY_NC_4_0	MassWildlife	MassWildlife			2020-03-16T20:26:33.098Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
